Id,Type,Code,Name,Address1,Address2,Town,County,Country,PostCode,Telephone,FAX,Group_1,Group_2,Group_3,Group_4,Text_1,Text_2,Text_3,Text_4,Text_5,Number_1,Number_2,Number_3,Number_4,Number_5,Notes,Last_Update,Last_User,EMailNumber,Link_1,Link_2,Link_3,Link_4,Link_5,Checksum,NI_Building_Type,NI_Building_Category,Status,Number_6,Number_7,Number_8,Number_9,Number_10,Text_6,Text_7,Text_8,Text_9,Text_10,Factor_Region_Id,Latitude,Longitude
220,*,BBA1096-1166,SAT : Lime Square (Openshaw) (827),"Unit 14 Lime Square Ashton Old Road ",,"Manchester ",,,M11 1DA,0161 371 1797,,0,0,0,76,04/04/2020,,,,827,129,0,0,0,0,,2023-02-07 09:03:48.000,becky.jardine,openshawshop@satcol.org,,,,,,-1717672832,0,0,0,0,0,0,0,0,,,,,,280,0,0
221,*,BBA1096-1155,SAT : Langley Mill (812),Unit 7 Acorn Shopping Centre,"Station Road, Langley Mill",Nottingham,Nottinghamshire,,NG16 4AF,017737 19443,,0,0,0,80,04/04/2020,,,,812,168,0,0,0,0,,2022-05-12 10:59:17.000,paul.mallett,langleymillshop@satcol.org,,,,,,-1245503683,0,0,0,0,0,0,0,0,,,,,,280,0,0
222,*,BBA1096-1157,SAT : Retford (813),"19 Carolgate ",Retford,Nottingham,Nottinghamshire,,DN22 6BZ,01777 869493,,0,0,0,80,04/04/2020,,,,813,164,0,0,0,0,,2022-05-12 10:59:20.000,paul.mallett,retfordshop@satcol.org,,,,,,-1138023988,0,0,0,0,0,0,0,0,,,,,,280,0,0
223,*,BBA1096-1167,SAT : Sheffield - Main Road (756),"Unit 1, 199-205 Main Road ",Darnall,Sheffield,South Yorkshire,,"S9 5HP ",0114 243 2813,,0,0,0,80,04/04/2020,,,,756,90,0,0,0,0,,2022-05-12 10:59:24.000,paul.mallett,darnall@satcol.org,,,,,,-1120097028,0,0,0,0,0,0,0,0,,,,,,280,0,0
224,*,BBA1096-1168,SAT : Canyon Road (Wishaw Warehouse) (810) CLOSED 08/04/21,Unit 50-52 Canyon Road,"Netherton Industrial Estate ",Wishaw,North Lanarkshire,,"ML2 0EG ",01536 518754,,0,0,0,84,04/04/2020,,,,810,1009,0,0,0,0,,2022-06-21 08:56:59.000,becky.jardine,jack.murray@satcol.org,,,,,,1412004854,0,0,276,0,0,0,0,0,,,,,,280,0,0
225,*,BBA1096-1169,SAT : Burnley (814),99 St James's Street,,Burnley,"Lancashire ",,"BB11 1PY ",01282 838329,,0,0,0,76,04/04/2020,,,,814,142,0,0,0,0,,2022-05-12 10:59:27.000,paul.mallett,burnleyshop@satcol.org,,,,,,1968150168,0,0,0,0,0,0,0,0,,,,,,280,0,0
226,*,BBA1096-1165,SAT : Solihull (Shirley) (817) CLOSED 15/08/2022,205 Stratford Road,"Shirley ",Solihull,West Midlands,,"B90 3AH ",0121 745 1645,,0,0,0,75,04/04/2020,,,,817,117,0,0,0,0,,2022-07-28 18:10:56.000,paul.mallett,shirleyshop@satcol.org,,,,,,-846562868,0,0,0,0,0,0,0,0,,,,,,280,0,0
247,*,BBA1584-0373,BOL : 7 Market Square,7 Market Square,,Leighton Buzzard,Bedfordshire,,LU7 7EU,01604 581614,,0,0,0,0,,,,,,0,0,0,0,0,"This site was formerly part of Oliver Adams Bakeries  Email from Mark Jarvis 04/04/2017 - Oliver Adams Ltd has been placed into compulsory liquidation, which means that OAG Bakery Ltd will be liquidated also.",2018-04-19 10:25:59.000,evonne.dent,,,,,,,1575788624,0,0,0,0,0,0,0,0,,,,,,280,0,0
248,*,BBA1584-0374,BOL : 35 High Street,35 High Street,,Stony Stratford,Buckinghamshire,,MK11 1AA,01604 581614,,0,0,0,0,,,,,,0,0,0,0,0,"This site was formerly part of Oliver Adams Bakeries  Email from Mark Jarvis 04/04/2017 - Oliver Adams Ltd has been placed into compulsory liquidation, which means that OAG Bakery Ltd will be liquidated also.",2018-04-19 10:25:53.000,evonne.dent,,,,,,,1922672668,0,0,0,0,0,0,0,0,,,,,,280,0,0
313,*,BBA1096-1184,SAT : Bicester (818),42 Sheep Street,,"Bicester ",,,OX26 6JU,01869 324379,,0,0,0,70,04/04/2020,,,,818,164,0,0,0,0,,2022-05-12 10:59:33.000,paul.mallett,bicestershop@satcol.org,,,,,,748388428,0,0,278,0,0,0,0,0,,,,,,280,0,0
315,*,BBA1096-1183,SAT : Aylesbury (819),6 High Street,,Aylesbury,,,HP20 1SQ,01296 481322,,0,0,0,0,04/04/2020,,,,819,201,0,0,0,0,,2022-05-12 10:59:32.000,paul.mallett,aylesburyshop@satcol.org,,,,,,1555377524,0,0,0,0,0,0,0,0,,,,,,280,0,0
317,*,BBA1096-1185,SAT : High Wycombe (821),14 White Hart Street,,High Wycombe,,,HP11 2HL,01494 442210,,0,0,0,0,04/04/2020,,,,821,194,0,0,0,0,,2022-05-12 10:59:35.000,paul.mallett,highwycombeshop@satcol.org,,,,,,-373015265,0,0,0,0,0,0,0,0,,,,,,280,0,0
1484,*,BBA1096-1256,SAT : Burnley DC (971),31 Westgate,,Burnley,,,BB11 1RY,,,0,0,0,0,,,,,971,392.05,0,0,0,0,,2023-03-15 15:50:53.000,paul.mallett,burnley.dc@satcol.org,,,,,,-1925527104,0,0,0,0,0,0,0,0,,,,,,280,0,0
233,*,BBA1582-0003,WDD : Bow Street,Bow Street,,LONDON,,,WC2 9HI,0123456789,,0,0,0,70,01/04/2018,,,,,0,0,0,0,0,,2019-10-08 14:32:04.000,evonne.dent,,,,,,,2052769103,0,0,0,0,0,0,0,0,,,,,,280,0,0
234,*,BBA1582-0004,WDD : Fleet Street,Fleet Street,,LONDON,,,EC4 1BA,01234567890,,0,0,0,70,01/04/2018,,,,,0,0,0,0,0,,2019-10-08 14:32:14.000,evonne.dent,,,,,,,694225725,0,0,0,0,0,0,0,0,,,,,,280,0,0
235,*,BBA1582-0005,WDD : Coventry Street,Coventry Street,,LONDON,,,W1 9OP,01234567890,,0,0,0,70,01/04/2018,,,,,0,0,0,0,0,,2019-10-08 14:32:12.000,evonne.dent,,,,,,,-51942445,0,0,0,0,0,0,0,0,,,,,,280,0,0
236,*,BBA1582-0006,WDD : Oxford Street,Oxford Street,,LONDON,,,W1 5PN,01234567890,,0,0,0,70,01/04/2018,,,,,0,0,0,0,0,,2019-10-08 14:32:30.000,evonne.dent,,,,,,,1516445770,0,0,0,0,0,0,0,0,,,,,,280,0,0
237,*,BBA1582-0007,WDD : Park Lane,Park Lane,,LONDON,,,W1 3RF,01234567890,,0,0,0,70,01/04/2018,,,,,0,0,0,0,0,,2019-10-08 14:32:35.000,evonne.dent,,,,,,,-1760017256,0,0,0,0,0,0,0,0,,,,,,280,0,0
238,*,BBA1582-0008,WDD : Liverpool Street,Liverpool Street,,LONDON,,,EC2 7ME,01234567890,,0,0,0,70,01/04/2018,,,,,0,0,0,0,0,,2019-10-08 14:32:21.000,evonne.dent,,,,,,,1496826770,0,0,0,0,0,0,0,0,,,,,,280,0,0
239,*,BBA1582-0009,WDD : Old Kent Road,Old Kent Road,,LONDON,,United Kingdom,SE14 1RN,01234567890,,0,0,0,70,01/04/2018,,,,,0,0,0,0,0,,2019-10-08 14:32:28.000,evonne.dent,,,,,,,-1772795449,23,272,0,0,0,0,0,0,,,,,,280,51.47881,-0.05402
240,*,BBA1582-0010,WDD : Pentonville Road,Pentonville Road,,LONDON,,,N1 3RF,01234567890,,0,0,0,70,01/04/2018,,,,,0,0,0,0,0,,2019-10-08 14:32:38.000,evonne.dent,,,,,,,-939890579,0,0,0,0,0,0,0,0,,,,,,280,0,0
241,*,BBA1582-0011,WDD : Northumberland Avenue,Northumberland Avenue,,LONDON,,,SW1 1PL,01234567890,,0,0,0,70,01/04/2018,,,,,0,0,0,0,0,,2019-10-08 14:32:25.000,evonne.dent,,,,,,,1873371020,0,0,0,0,0,0,0,0,,,,,,280,0,0
242,*,BBA1582-0012,WDD : Marlborough Street,"Marlborough Street ",Great Marlborough Street,LONDON,,,W1 8BA,01234567890,,0,0,0,70,01/04/2018,,,,,0,0,0,0,0,,2019-10-08 14:32:23.000,evonne.dent,,,,,,,462866221,0,0,0,0,0,0,0,0,,,,,,280,0,0
243,*,BBA1582-0013,WDD : Strand,"Strand ",,LONDON,,,WC2 9EF,01234567890,,0,0,0,70,01/04/2018,,,,,0,0,0,0,0,,2019-10-08 14:32:40.000,evonne.dent,,,,,,,-1113478754,0,0,0,0,0,0,0,0,,,,,,280,0,0
244,*,BBA1582-0014,WDD : Leicester Square,"Leicester Square ",,LONDON,,,WC2 0OD,01234567890,,0,0,0,70,01/04/2018,,,,,0,0,0,0,0,,2019-10-08 14:32:18.000,evonne.dent,,,,,,,-1783236819,0,0,0,0,0,0,0,0,,,,,,280,0,0
249,*,BBA0846-0375,OA : 41 High Street SITE CLOSED MAY 2016,G J Pearce Limited,41 High Street,Newport Pagnell,Buckinghamshire,,MK16 8AR,01604 581614,,0,0,0,0,,,,,,0,0,0,0,0,,2022-06-13 13:43:37.000,becky.jardine,,,,,,,-1212174913,0,0,276,0,0,0,0,0,,,,,,280,0,0
250,*,BBA1584-0376,BOL : 111 High Street,111 High Street,,Newport Pagnell,Buckinghamshire,,MK16 8EN,01604 581614,,0,0,0,0,,,,,,0,0,0,0,0,"This site was formerly part of Oliver Adams Bakeries  Email from Mark Jarvis 04/04/2017 - Oliver Adams Ltd has been placed into compulsory liquidation, which means that OAG Bakery Ltd will be liquidated also.",2018-04-19 10:25:49.000,evonne.dent,,,,,,,-2053020965,0,0,0,0,0,0,0,0,,,,,,280,0,0
251,*,BBA1584-0377,BOL : 51 High Street,Pearces Bakers & Confectioners,51 High Street,Woburn Sands,Buckinghamshire,,MK17 8QY,01604 581614,,0,0,0,0,,,,,,0,0,0,0,0,"This site was formerly part of Oliver Adams Bakeries  Email from Mark Jarvis 04/04/2017 - Oliver Adams Ltd has been placed into compulsory liquidation, which means that OAG Bakery Ltd will be liquidated also.",2018-04-19 10:25:57.000,evonne.dent,,,,,,,-232184140,0,0,0,0,0,0,0,0,,,,,,280,0,0
252,*,BBA1584-0378,BOL : 36 Market Square,36 Market Square,,Olney,Buckinghamshire,,MK46 4AJ,01604 581614,,0,0,0,0,,,,,,0,0,0,0,0,"This site was formerly part of Oliver Adams Bakeries  Email from Mark Jarvis 04/04/2017 - Oliver Adams Ltd has been placed into compulsory liquidation, which means that OAG Bakery Ltd will be liquidated also.",2018-04-19 10:25:55.000,evonne.dent,,,,,,,2093183801,0,0,0,0,0,0,0,0,,,,,,280,0,0
320,*,BBA1096-1214,SAT : Shawlands (Glasgow) (825),46 Kilmarnock Road,Shawlands,Glasgow,,,G41 3NH,0141 632 1456,,0,0,0,84,04/04/2020,,,,825,241,0,0,0,0,,2022-05-12 10:59:41.000,paul.mallett,shawlandsshop@satcol.org,,,,,,-1899875879,0,0,0,17,0,0,0,0,,,,,,280,0,0
322,*,BBA1504-0156,KFS : Chase Lane Primary School,York Road,Chingford,LONDON,,,E4 8LA,,,0,0,0,0,01/04/2018,,,,,0,0,0,0,0,,2022-08-23 09:51:44.000,becky.jardine,,,,,,,-256164776,0,0,276,0,0,0,0,0,,,,,,280,0,0
353,*,BBA1096-1223,SAT : Piershill DC (Edinburgh) (832),40 Piershill Place,,Edinburgh,,,EH8 7EH,0131 501 0900,,0,0,0,82,04/04/2020,,,,998,372,0,0,0,0,,2023-01-19 15:35:06.000,becky.jardine,EdinburghDC@satcol.org,,,,,,275658541,0,0,0,0,0,0,0,0,,,,,,280,0,0
253,*,BBA0846-0379,OA : 35 St Giles Street,35-37 St Giles Street,,Northampton,Northamptonshire,,NN1 1JF,01604 581614,,0,0,0,0,,,,,,0,0,0,0,0,,2022-06-13 13:43:43.000,becky.jardine,,,,,,,-2026747675,0,0,276,0,0,0,0,0,,,,,,280,0,0
254,*,BBA0846-0380,OA : The Corner House SITE CLOSED MAY 2016,Corner House,Woodhill,Northampton,Northamptonshire,,NN1 2DA,01604 581614,,0,0,0,0,,,,,,0,0,0,0,0,,2022-06-13 13:42:27.000,becky.jardine,,,,,,,-1887509223,0,0,276,0,0,0,0,0,,,,,,280,0,0
255,*,BBA0846-0381,"OA : Flat, Corner House SITE CLOSED MAY 2016","Flat, Corner House",Woodhill,Northampton,Northamptonshire,,NN1 2DA,01604 581614,,0,0,0,0,,,,,,0,0,0,0,0,,2022-06-13 13:42:48.000,becky.jardine,,,,,,,598641500,0,0,276,0,0,0,0,0,,,,,,280,0,0
256,*,BBA1584-0382,BOL : 3 Mercers Row,3 Mercers Row,,Northampton,Northamptonshire,,NN1 2QL,01604 581614,,0,0,0,0,,,,,,0,0,0,0,0,"This site was formerly part of Oliver Adams Bakeries  Email from Mark Jarvis 04/04/2017 - Oliver Adams Ltd has been placed into compulsory liquidation, which means that OAG Bakery Ltd will be liquidated also.",2018-04-19 10:25:51.000,evonne.dent,,,,,,,831432467,0,0,0,0,0,0,0,0,,,,,,280,0,0
257,*,BBA0846-0383,OA : 55 Kettering Road SITE CLOSED MAY 2016,55 Kettering Road,,Northampton,Northamptonshire,,NN1 4AJ,01604 581614,,0,0,0,0,,,,,,0,0,0,0,0,,2022-06-13 13:43:18.000,becky.jardine,,,,,,,901995664,0,0,276,0,0,0,0,0,,,,,,280,0,0
258,*,BBA0846-0384,OA : Unit 15 Bowen Square SITE CLOSED MAY 2016,Unit 15,Bowen Square,Daventry,Northamptonshire,,NN1 4DR,01604 581614,,0,0,0,0,,,,,,0,0,0,0,0,,2022-06-13 13:42:19.000,becky.jardine,,,,,,,1488970650,0,0,276,0,0,0,0,0,,,,,,280,0,0
259,*,BBA0846-0385,OA : 209 Wellingborough Road SITE CLOSED MAY 2016,209 Wellingborough Road,,Northampton,Northamptonshire,,NN1 4ED,01604 581614,,0,0,0,0,,,,,,0,0,0,0,0,,2022-06-13 13:44:15.000,becky.jardine,,,,,,,1967079225,0,0,276,0,0,0,0,0,,,,,,280,0,0
260,*,BBA0846-0386,OA : 337 Wellington Road,337 Wellingborough Road,,Northampton,Northamptonshire,,NN1 4ER,01604 581614,,0,0,0,0,,,,,,0,0,0,0,0,,2022-06-13 13:43:50.000,becky.jardine,,,,,,,-631017639,0,0,276,0,0,0,0,0,,,,,,280,0,0
261,*,BBA0846-0387,OA : 89 High Street SITE CLOSED MAY 2016,89 High Street,,Rushden,Northamptonshire,,NN10 0NZ,01604 581614,,0,0,0,0,,,,,,0,0,0,0,0,,2022-06-13 13:43:04.000,becky.jardine,,,,,,,944407382,0,0,276,0,0,0,0,0,,,,,,280,0,0
262,*,BBA0846-0388,OA : 197 Watling Street West,197 Watling Street,,Towcester,Northamptonshire,,NN12 6BX,01604 581614,,0,0,0,0,,,,,,0,0,0,0,0,,2022-06-13 13:44:28.000,becky.jardine,,,,,,,-92649663,0,0,276,0,0,0,0,0,,,,,,280,0,0
263,*,BBA0846-0389,OA : 58 Hawthorn Road,58 Hawthorn Road,,Kettering,Northamptonshire,,NN15 7HT,01604 581614,,0,0,0,0,,,,,,0,0,0,0,0,,2022-06-13 13:43:11.000,becky.jardine,,,,,,,1497819874,0,0,276,0,0,0,0,0,,,,,,280,0,0
264,*,BBA0846-0390,OA : 20 Gold Street SITE CLOSED MAY 2016,"20 Gold Street ",,Kettering,Northamptonshire,,NN16 8JL,01604 581614,,0,0,0,0,,,,,,0,0,0,0,0,,2022-06-13 13:44:22.000,becky.jardine,,,,,,,-938363815,0,0,276,0,0,0,0,0,,,,,,280,0,0
265,*,BBA0846-0391,OA : 12 Kingsley Park Terrace,12 Kingsley Park Terrace,,Northampton,Northamptonshire,,NN2 7HG,01604 581614,,0,0,0,0,,,,,,0,0,0,0,0,,2022-06-13 13:39:53.000,becky.jardine,,,,,,,-150809354,0,0,276,0,0,0,0,0,,,,,,280,0,0
266,*,BBA0846-0392,OA : 54 Kingsley Park,54 Kingsley Park Terrace,,Northampton,Northamptonshire,,NN2 7HH,01604 581614,,0,0,0,0,,,,,,0,0,0,0,0,,2022-06-13 13:43:29.000,becky.jardine,,,,,,,-1457072833,0,0,276,0,0,0,0,0,,,,,,280,0,0
275,*,BBA0846-0401,OA : Dallington Field Bakery,Dallington Field Bakery,Gladstone Road,Northampton,Northamptonshire,,NN5 7QA,01604 581614,,0,0,0,0,,,,,,0,0,0,0,0,,2022-06-13 13:42:55.000,becky.jardine,,,,,,,1944878025,0,0,276,0,0,0,0,0,,,,,,280,0,0
323,*,BBA1504-0154,KFS : Heathcote School,96 Normanton Park,,LONDON,,,E4 6ES,,,0,0,0,0,01/04/2018,,,,,0,0,0,0,0,,2022-08-23 09:52:41.000,becky.jardine,,,,,,,396333214,0,0,276,0,0,0,0,0,,,,,,280,0,0
324,*,BBA1504-0155,KFS : Larkswood School,New Road,,LONDON,,,E4 8ET,,,0,0,0,0,01/04/2018,,,,,0,0,0,0,0,,2022-08-23 09:53:12.000,becky.jardine,,,,,,,-1758787939,0,0,276,0,0,0,0,0,,,,,,280,0,0
325,*,BBA1504-0148,KFS : Downsell Primary School,Downsell Road,,LONDON,,,E15 2BS,,,0,0,0,0,01/04/2018,,,,,0,0,0,0,0,,2022-08-23 09:52:17.000,becky.jardine,,,,,,,-1492894370,0,0,276,0,0,0,0,0,,,,,,280,0,0
326,*,BBA1504-0152,KFS : South Grove Primary School,37 Ringwood Road,,LONDON,,,E17 8PW,,,0,0,0,0,01/04/2018,,,,,0,0,0,0,0,,2022-08-23 09:53:26.000,becky.jardine,,,,,,,-1524971419,0,0,276,0,0,0,0,0,,,,,,280,0,0
267,*,BBA0846-0393,OA : Shop 10 Alexandra Terrace,10 Alexandra Terrace (shop),,Northampton,Northamptonshire,,NN2 7SJ,01604 581614,,0,0,0,0,,,,,,0,0,0,0,0,,2022-06-13 13:42:35.000,becky.jardine,,,,,,,1601402714,0,0,276,0,0,0,0,0,,,,,,280,0,0
268,*,BBA0846-0395,OA : 174 Birchfield Road East,174 Birchfield Road East,,Northampton,Northamptonshire,,NN3 2HG,01604 581614,,0,0,0,0,,,,,,0,0,0,0,0,,2022-06-13 13:44:38.000,becky.jardine,,,,,,,-311457329,0,0,276,0,0,0,0,0,,,,,,280,0,0
269,*,BBA0846-0396,OA : Weston Favell Refridgeration & Air Con Unit,Refridgeration & Air Conditioning Unit,"Unit 9e, Weston Favell Centre","Weston Favell, Northampton",Northamptonshire,,NN3 8JZ,01604 581614,,0,0,0,0,,,,,,0,0,0,0,0,,2022-06-13 13:42:07.000,becky.jardine,,,,,,,1855247044,0,0,276,0,0,0,0,0,,,,,,280,0,0
270,*,BBA0846-0397,OA : Unit 9e Weston Favell Shopping Centre,"Ryefield Centre, Unit 9e",Weston Favell Centre,"Weston Favell, Northampton",Northamptonshire,,NN3 8JZ,01604 581614,,0,0,0,0,,,,,,0,0,0,0,0,,2022-06-13 13:42:13.000,becky.jardine,,,,,,,597244370,0,0,276,0,0,0,0,0,,,,,,280,0,0
271,*,BBA0846-0398,OA : 27 St Leonards Road,27 St Leonards Road,,Northampton,Northamptonshire,,NN4 8DL,01604 581614,,0,0,0,0,,,,,,0,0,0,0,0,,2022-06-13 13:34:31.000,becky.jardine,,,,,,,998599938,0,0,276,0,0,0,0,0,,,,,,280,0,0
272,*,BBA0846-0399,OA : 3 Weedon Road,3 Weedon Road,,Northampton,Northamptonshire,,NN5 5BE,01604 581614,,0,0,0,0,,,,,,0,0,0,0,0,,2022-06-13 13:35:04.000,becky.jardine,,,,,,,478153197,0,0,276,0,0,0,0,0,,,,,,280,0,0
273,*,BBA0846-0402,OA : Kingsfield Way,Kingsfield Way,,Northampton,Northamptonshire,,NN5 7QN,01604 581614,,0,0,0,0,,,,,,0,0,0,0,0,,2022-06-13 13:42:42.000,becky.jardine,,,,,,,-1467322151,0,0,276,0,0,0,0,0,,,,,,280,0,0
274,*,BBA0846-0403,OA : 16a Market Street SITE CLOSED MAY 2016,16a Market Square,,Wellingborough,Northamptonshire,,NN8 1AA,01604 581614,,0,0,0,0,,,,,,0,0,0,0,0,,2022-06-13 13:44:45.000,becky.jardine,,,,,,,-1820144114,0,0,276,0,0,0,0,0,,,,,,280,0,0
276,NULL,BBA0611-0336,LEI : North (and West) Stand,Leicester Football Club (Tigers) PLC,Caterpillar Stand,Welford Road,Leicester,,LE2 7TR,01162171296,,0,0,0,0,12/11/2019 - New Type,90 days,60 days,,,0,0,0,0,0,,2018-11-13 11:20:06.000,becky.jardine,,,,,,,-1553768368,0,0,0,0,0,0,0,0,,,,,,280,0,0
277,NULL,BBA0611-0333,LEI : Crumbie Car Park,Leicester Football Club (Tigers) PLC,Aylestone Road,,Leicester,,LE2 7TR,01162171296,,0,0,0,0,12/11/2019 - New Type,90 days,,,,0,0,0,0,0,,2018-11-13 11:19:44.000,becky.jardine,,,,,,,-1135352288,0,0,0,0,0,0,0,0,,,,,,280,0,0
278,*,BBA0611-0331,LEI : OP - Academy,Leicester Football Club (Tigers) PLC,31 Kenilworth Drive,Oadby,Leicester,,LE2 5LT,01162171296,,0,0,0,0,,,,,,0,0,0,0,0,,2016-07-07 15:13:08.417,evonne.dent,,,,,,,912124223,0,0,0,0,0,0,0,0,,,,,,0,0,0
279,NULL,BBA0611-0335,LEI : East (East) Stand,Leicester Football Club (Tigers) PLC,Aylestone Road,,Leicester,,LE2 7TR,01162171296,,0,0,0,0,12/11/2019 - New Type,90 days,60 days,,,0,0,0,0,0,,2018-11-13 11:19:51.000,becky.jardine,,,,,,,350393062,0,0,0,0,0,0,0,0,,,,,,280,0,0
280,NULL,BBA0611-0338,LEI : East (South) Stand,Leicester Football Club (Tigers) PLC,Aylestone Road,,Leicester,,LE2 7TR,01162171296,,0,0,0,0,12/11/2019 - New Type,90 days,,,,0,0,0,0,0,,2018-11-13 11:20:00.000,becky.jardine,,,,,,,1694446324,0,0,0,0,0,0,0,0,,,,,,280,0,0
281,*,BBA0611-0339,LEI : Old Clubhouse,Leicester Football Club (Tigers) PLC,Aylestone Road,,Leicester,,LE2 7TR,01162171296,,0,0,0,0,13/11/2018,,,,,0,0,0,0,0,,2017-11-23 09:58:19.577,evonne.dent,,,,,,,-1484691390,0,0,0,0,0,0,0,0,,,,,,0,0,0
1497,*,BBA1611-0009,CLA : Algernon Road,1 Cascade Walk,,London,,,SE13 7SJ,,,0,0,0,70,08/08/2023,,,,,0,0,0,0,0,,2022-11-01 11:27:54.000,kim.dring,,,,,,,-1976912422,0,0,0,0,0,0,0,0,,,,,,0,0,0
327,*,BBA1504-0145,KFS : Church Mead Infant School,3 Grange Road,,LONDON,,,E10 5JD,,,0,0,0,0,01/04/2018,,,,,0,0,0,0,0,,2022-08-23 09:52:02.000,becky.jardine,,,,,,,1032456993,0,0,276,0,0,0,0,0,,,,,,280,0,0
328,*,BBA1504-0150,KFS : Hillyfield Primary School,Higham Hill Road,,LONDON,,,E17 6ED,,,0,0,0,0,01/04/2018,,,,,0,0,0,0,0,,2022-08-23 09:52:57.000,becky.jardine,,,,,,,-478729951,0,0,276,0,0,0,0,0,,,,,,280,0,0
402,*,BBA1596-0005,MPX : Charlotte Street CLOSED 10/20,80 Charlotte Street,,LONDON,,,W1T 4EL,,,0,0,0,353,15/01/2020,,,,,0,0,0,0,0,,2022-08-22 17:13:22.000,kim.dring,,,,,,,-1755316112,0,0,276,0,0,0,0,0,,,,,,280,0,0
282,NULL,BBA0611-0332,LEI : OP - Wyggs,Leicester Football Club (Tigers) PLC,Training Ground,Wigston Road,Oadby,,LE2 5QJ,01162171296,,0,0,0,0,12/11/2019 - New Type,90 days,60 days,,,0,0,0,0,0,,2018-11-13 11:20:26.000,becky.jardine,,,,,,,1132940131,0,0,0,0,0,0,0,0,,,,,,280,0,0
283,*,BBA0611-0334,LEI : South Stand,Leicester Football Club (Tigers) PLC,Formerly Walkers Tyres Now Merchandise Warehouse,Aylestone Road,Leicester,,LE2 7LQ,01162171296,,0,0,0,0,,,,,,0,0,0,0,0,,2016-07-07 15:15:12.430,evonne.dent,,,,,,,702707328,0,0,0,0,0,0,0,0,,,,,,0,0,0
284,NULL,BBA0611-0337,LEI : West Stand,Leicester Football Club (Tigers) PLC,Welford Road,Aylestone Road,Leicester,,LE2 7TR,01162171296,,0,0,0,0,12/11/2019 - New Type,,60 days,,,0,0,0,0,0,,2018-11-13 11:20:40.000,becky.jardine,,,,,,,-177852110,0,0,0,0,0,0,0,0,,,,,,280,0,0
285,*,BBA0611-0336,LEI : North Stand,Leicester Football Club (Tigers) PLC,Welford Road,Aylestone Road,Leicester,,LE2 7TR,01162171296,,0,0,0,0,,,,,,0,0,0,0,0,,2016-07-07 15:12:32.050,evonne.dent,,,,,,,94805170,0,0,0,0,0,0,0,0,,,,,,0,0,0
286,NULL,BBA0611-0331,LEI : OP - Academy,Leicester Football Club (Tigers) PLC,31 Kenilworth Drive,Oadby,Leicester,,LE2 5LT,01162171296,,0,0,0,0,12/11/2019 - New Type,90 days,60 days,,,0,0,0,0,0,,2018-11-13 11:20:20.000,becky.jardine,,,,,,,684138914,0,0,0,0,0,0,0,0,,,,,,280,0,0
287,*,BBA0611-0335,LEI : East (East) Stand,Leicester Football Club (Tigers) PLC,Aylestone Road,,Leicester,,LE2 7TR,01162171296,,0,0,0,0,,,,,,0,0,0,0,0,,2016-07-07 15:14:08.137,evonne.dent,,,,,,,1806890282,0,0,0,0,0,0,0,0,,,,,,0,0,0
288,NULL,BBA0611-0334,LEI : South Stand,Leicester Football Club (Tigers) PLC,Aylestone Road,,Leicester,,LE2 7TR,01162171296,,0,0,0,0,12/11/2019 - New Type,90 days,60 days,,,0,0,0,0,0,,2018-11-13 11:20:33.000,becky.jardine,,,,,,,5780182,0,0,0,0,0,0,0,0,,,,,,280,0,0
289,*,BBA0611-0339,LEI : Old Clubhouse - meters removed,Leicester Football Club (Tigers) PLC,Aylestone Road,,Leicester,,LE2 7TR,01162171296,,0,0,0,0,Meter removed,,,,,0,0,0,0,0,,2022-01-12 11:23:05.000,paul.mallett,,,,,,,1277351639,0,0,0,0,0,0,0,0,,,,,,280,0,0
290,*,BBA0611-0332,LEI : OP - Wyggs,Leicester Football Club (Tigers) PLC,Sports Club,Aylestone Road,Leicester,,LE2 7LF,01162171296,,0,0,0,0,,,,,,0,0,0,0,0,,2016-07-07 15:14:37.217,evonne.dent,,,,,,,394683378,0,0,0,0,0,0,0,0,,,,,,0,0,0
292,*,BBA1504-1031,KIC : Cambridge Research Park,BUILDING 3000 CAMBRIDGE RESEARCH PARK,"Beach Drive, Waterbeach",CAMBRIDGE,Cambridgeshire,,CB25 9PD,,,0,0,0,0,01/04/2018,,,,,0,0,0,0,0,,2018-02-01 12:19:37.470,evonne.dent,,,,,,,-269600496,0,0,0,0,0,0,0,0,,,,,,280,0,0
293,*,BBA1504-0918,KIC : Ice Arena Wales (Cardiff),FERRY ROAD,,CARDIFF,,,CF11 0JU,,,0,0,0,0,01/04/2018,,,,,0,0,0,0,0,,2018-02-01 12:19:49.440,evonne.dent,,,,,,,1851337893,0,0,0,0,0,0,0,0,,,,,,280,0,0
294,*,BBA1504-0927,KIC : Cardiff Pointe,EMPIRE WAY,,CARDIFF,,,CF11 0JW,,,0,0,0,0,01/04/2018,,,,,0,0,0,0,0,,2018-02-01 12:19:41.207,evonne.dent,,,,,,,1225781234,0,0,0,0,0,0,0,0,,,,,,280,0,0
295,*,BBA1504-0973,KIC : Gateway Student Accommodation (Lincoln),RUSTON WAY,Brayford Park,LINCOLN,Lincolnshire,,LN6 7DB,,,0,0,0,0,01/04/2018,,,,,0,0,0,0,0,,2018-02-01 12:19:45.363,evonne.dent,,,,,,,1998089906,0,0,0,0,0,0,0,0,,,,,,280,0,0
